Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Year 
南北,亦庄,有电梯,16,一品亦庄,101102632971,3室2厅,870,亦庄开发区,精装,167.0,2005
南北,马驹桥,无电梯,6,神龙辛屯小区,101102650066,2室1厅,255,亦庄开发区,精装,78.0,2001
东北,亦庄,,7,新康家园,101102674521,2室1厅,530,亦庄开发区,其他,112.0,2001
南北,亦庄,,11,一品亦庄,101102686525,3室1厅,610,亦庄开发区,精装,119.0,2005
东北,亦庄,有电梯,24,博客雅居,101102668154,2室1厅,365,亦庄开发区,精装,87.0,2008
南,亦庄开发区其它,,11,泰河园一里一区,101102640642,1室1厅,300,亦庄开发区,精装,60.0,2009
西南,亦庄开发区其它,,11,泰河园七里,101102562402,1室1厅,255,亦庄开发区,简装,61.0,2004
南北,亦庄开发区其它,,4,枫丹壹號二期,101102681296,4室2厅,1680,亦庄开发区,精装,232.0,2015
南,亦庄开发区其它,有电梯,12,泰河园七里,101102434765,1室1厅,293,亦庄开发区,简装,69.0,2004
南北,亦庄,,6,贵园南里乙区,101102624712,3室2厅,450,亦庄开发区,简装,101.0,1995
南北,亦庄,无电梯,5,星岛假日,101102015153,3室2厅,838,亦庄开发区,简装,140.0,2004
南北,亦庄,无电梯,5,秋盛居,101101618606,4室3厅,1020,亦庄开发区,精装,218.0,1999
南北,亦庄,有电梯,16,一品亦庄,101102547781,4室2厅,1100,亦庄开发区,精装,191.0,2005
南北,亦庄开发区其它,有电梯,17,中信新城西区,101102527090,4室2厅,1200,亦庄开发区,精装,191.0,2013
南北,马驹桥,有电梯,21,米拉小镇,101102194374,2室1厅,340,亦庄开发区,精装,87.0,2012
南北,马驹桥,,6,神龙辛屯小区,101102687469,1室1厅,255,亦庄开发区,其他,78.0,2001
南,亦庄开发区其它,有电梯,12,泰河园一里一区,101102652827,1室1厅,260,亦庄开发区,简装,59.0,2009
东北,亦庄,有电梯,15,鹿鸣苑,101102504409,1室1厅,330,亦庄开发区,简装,47.0,1999
南北,马驹桥,无电梯,5,一世情园,101102658926,3室2厅,430,亦庄开发区,简装,118.0,2005
南北,亦庄,无电梯,6,贵园南里乙区,101102643066,3室1厅,450,亦庄开发区,其他,100.0,1995
南北,马驹桥,无电梯,6,莲水怡园,101102394607,4室1厅,420,亦庄开发区,精装,145.0,2006
南北,亦庄,有电梯,9,上海沙龙,101101650510,3室2厅,900,亦庄开发区,精装,161.0,2004
南北,亦庄,无电梯,5,金地格林小镇,101102059694,3室2厅,1200,亦庄开发区,精装,200.0,2002
南北,亦庄,无电梯,5,金地格林小镇,101102151034,3室1厅,940,亦庄开发区,其他,162.0,2003
南北,亦庄,,5,金地格林小镇,101102580164,4室2厅,940,亦庄开发区,精装,182.0,2004
南北,亦庄,无电梯,4,浉城百丽,101102710389,2室1厅,700,亦庄开发区,简装,125.0,2002
南北,亦庄,有电梯,9,上海沙龙,101102719722,2室1厅,530,亦庄开发区,精装,86.0,2003
南北,亦庄开发区其它,有电梯,11,泰河园一里一区,101102699680,2室1厅,403,亦庄开发区,简装,87.0,2009
南,亦庄,,24,林肯公园,101102711180,2室1厅,620,亦庄开发区,精装,92.0,2010
南北,马驹桥,无电梯,6,莲水怡园,101102579706,2室2厅,340,亦庄开发区,精装,100.0,2003
南北,亦庄,,9,郁金香舍,101102511267,3室2厅,780,亦庄开发区,精装,153.0,2005
东南,马驹桥,,12,莲水怡园,101102434806,3室1厅,350,亦庄开发区,精装,120.0,2005
南北,马驹桥,无电梯,6,莲水怡园,101102490336,2室1厅,340,亦庄开发区,简装,100.0,2003
东西,亦庄,有电梯,18,东晶国际,101102307353,3室1厅,540,亦庄开发区,简装,142.0,2002
南北,亦庄,无电梯,7,新康家园,101101406736,3室1厅,648,亦庄开发区,其他,128.0,2001
东,亦庄,,18,东晶国际,101102673806,1室1厅,360,亦庄开发区,简装,76.0,2002
南北,马驹桥,无电梯,6,新海北里,101102466945,2室1厅,275,亦庄开发区,简装,72.0,2006
西,亦庄,,24,林肯公园,101102698245,2房间1卫,180,亦庄开发区,精装,49.0,2009
西,亦庄,有电梯,24,林肯公园,101102717864,2房间1卫,185,亦庄开发区,精装,49.0,2009
南北,马驹桥,无电梯,5,一世情园,101102419061,3室1厅,430,亦庄开发区,精装,118.0,2005
南北,亦庄,,9,金地格林小镇,101102443343,2室2厅,650,亦庄开发区,精装,110.0,2003
南北,亦庄,无电梯,5,金地格林小镇,101101830514,3室1厅,930,亦庄开发区,精装,160.0,2003
西,亦庄,有电梯,18,东晶国际,101101867732,2室0厅,360,亦庄开发区,简装,70.0,2002
南北,亦庄开发区其它,有电梯,5,瀛海名居,101102367306,4室1厅,1000,亦庄开发区,毛坯,231.0,2005
南,马驹桥,,15,天和嘉园,101102723337,2室2厅,350,亦庄开发区,其他,90.0,2013
南北,亦庄,无电梯,5,郁金香舍,101102698708,4室1厅,850,亦庄开发区,精装,145.0,2003
东南,亦庄,有电梯,24,林肯公园,101102486208,3房间1卫,285,亦庄开发区,精装,70.0,2009
南,亦庄开发区其它,有电梯,16,中信新城东区,101101604753,2室1厅,550,亦庄开发区,简装,94.0,2013
南北,马驹桥,,5,金地格林6,101102657211,3室2厅,880,亦庄开发区,简装,239.0,2008
南北,亦庄,有电梯,11,春华屋,101102385329,9室1厅,998,亦庄开发区,简装,266.0,2000
南北,亦庄开发区其它,,27,枫丹壹號二期,101102120938,3室2厅,780,亦庄开发区,精装,112.0,2014
东西,亦庄,无电梯,5,东晶国际,101102584338,2室1厅,450,亦庄开发区,精装,102.0,2003
南,亦庄开发区其它,有电梯,10,中信新城东区,101102212460,2室1厅,489,亦庄开发区,精装,84.0,2013
南北,马驹桥,有电梯,5,金地格林6,101102530730,3室2厅,830,亦庄开发区,毛坯,208.0,2008
西,马驹桥,有电梯,21,米拉小镇,101102708765,1室0厅,210,亦庄开发区,精装,42.0,2012
东西,亦庄,无电梯,6,秋盛居,101102110031,3室1厅,590,亦庄开发区,精装,139.0,1999
南北,亦庄,有电梯,17,林肯公园,101102732739,2室1厅,630,亦庄开发区,精装,94.0,2010
南北,亦庄,有电梯,9,上海沙龙,101101877701,3室2厅,909,亦庄开发区,精装,156.0,2004
南北,马驹桥,有电梯,12,莲水怡园,101101958630,2室1厅,340,亦庄开发区,简装,95.0,2005
南北,亦庄,,6,富源里,101102743891,3室2厅,485,亦庄开发区,简装,102.0,1999
南北,亦庄开发区其它,有电梯,27,枫丹壹號二期,101102556737,3室2厅,700,亦庄开发区,精装,112.0,2014
南北,亦庄,,6,梅园小区,101102160311,3室1厅,399,亦庄开发区,简装,93.0,1996
南北,亦庄,无电梯,6,富源里,101101844303,2室1厅,385,亦庄开发区,简装,79.0,2001
南北,亦庄,无电梯,6,星岛嘉园,101102436751,3室1厅,670,亦庄开发区,精装,134.0,2001
南北,马驹桥,,6,样本,101102543822,3室1厅,465,亦庄开发区,精装,134.0,2006
东北,亦庄,,15,鹿鸣苑,101102570463,2室1厅,400,亦庄开发区,精装,66.0,1999
南北,亦庄,有电梯,9,上海沙龙,101102379115,3室2厅,990,亦庄开发区,精装,149.0,2003
南北,亦庄,有电梯,12,金泰公寓,101102159182,3室2厅,715,亦庄开发区,简装,177.0,2002
东西,亦庄,无电梯,6,秋盛居,101102523432,3室2厅,580,亦庄开发区,精装,142.0,1999
西北,亦庄,,24,林肯公园,101102041317,4房间1卫,270,亦庄开发区,精装,67.0,2009
南,亦庄,有电梯,27,荣京丽都,101102078545,1房间1卫,110,亦庄开发区,简装,41.0,2008
南北,马驹桥,,6,新海北里,101102677336,2室2厅,300,亦庄开发区,精装,93.0,2003
南西北,亦庄,有电梯,9,郁金香舍,101102671665,3室2厅,800,亦庄开发区,简装,156.0,2005
南,亦庄,有电梯,8,听涛雅苑,101102684267,1室1厅,300,亦庄开发区,精装,47.0,2000
南北,马驹桥,有电梯,21,米拉小镇,101102636660,2室2厅,330,亦庄开发区,精装,79.0,2012
南北,马驹桥,有电梯,6,金地格林6,101102383850,3室2厅,600,亦庄开发区,精装,159.0,2008
南北,亦庄,有电梯,9,上海沙龙,101102433800,4室2厅,1200,亦庄开发区,精装,206.0,2004
南北,亦庄,,9,上海沙龙,101102456017,3室2厅,700,亦庄开发区,精装,123.0,2006
南北,亦庄,无电梯,5,金地格林小镇,101102630642,5室2厅,1220,亦庄开发区,精装,212.0,2003
南北,亦庄,无电梯,6,郁金香舍,101102470410,2室2厅,600,亦庄开发区,简装,104.0,2004
南北,亦庄,,9,金地格林小镇,101102062865,3室1厅,930,亦庄开发区,简装,157.0,2003
南北,亦庄,无电梯,5,星岛假日,101102338211,3室2厅,820,亦庄开发区,其他,159.0,2004
东西,亦庄,无电梯,6,梅园小区,101102661539,2室2厅,385,亦庄开发区,精装,76.0,1998
南北,亦庄,无电梯,5,米兰天空,101102110899,3室2厅,780,亦庄开发区,简装,162.0,2002
南北,亦庄,无电梯,4,金地格林小镇,101102012995,5室2厅,1550,亦庄开发区,简装,278.0,2002
南,亦庄,有电梯,9,上海沙龙,101102284990,1室1厅,345,亦庄开发区,精装,59.0,2006
南北,亦庄开发区其它,有电梯,10,悦廷,101102678419,3室2厅,665,亦庄开发区,精装,134.0,2011
南北,亦庄,,18,新康家园,101102660848,2室2厅,540,亦庄开发区,简装,114.0,2000
南北,亦庄,,11,一品亦庄,101102477450,2室1厅,620,亦庄开发区,精装,115.0,2000
南北,亦庄,无电梯,5,秋盛居,101101981086,3室1厅,580,亦庄开发区,简装,121.0,1997
东西,亦庄,有电梯,18,东晶国际,101101852815,3室2厅,595,亦庄开发区,精装,158.0,2002
南北,亦庄,有电梯,25,一幅画卷,101102726369,3室2厅,980,亦庄开发区,精装,159.0,2003
南北,亦庄,无电梯,4,浉城百丽,101102406378,2室1厅,680,亦庄开发区,精装,130.0,2002
西南,亦庄,有电梯,9,上海沙龙,101102710501,1室1厅,325,亦庄开发区,精装,55.0,2006
东西,亦庄,有电梯,18,东晶国际,101102636424,3室2厅,600,亦庄开发区,精装,172.0,2002
北,马驹桥,无电梯,5,一世情园,101102710406,1室1厅,275,亦庄开发区,精装,62.0,2005
南北,马驹桥,无电梯,4,天鹅堡,101102680614,3室2厅,850,亦庄开发区,精装,272.0,2008
南北,马驹桥,无电梯,5,一世情园,101101453030,3室1厅,460,亦庄开发区,精装,118.0,2005
东西,亦庄,,6,一品亦庄,101102716254,1室2厅,410,亦庄开发区,简装,87.0,2005
南北,亦庄,无电梯,6,老管委会宿舍,101102700251,2室1厅,502,亦庄开发区,精装,91.0,1995
东西,亦庄,有电梯,18,东晶国际,101102360893,3室1厅,570,亦庄开发区,精装,128.0,2002
南北,亦庄,有电梯,18,新康家园,101102557997,3室2厅,708,亦庄开发区,精装,149.0,2003
南北,亦庄,,6,贵园南里丙区,101102741387,1室1厅,299,亦庄开发区,精装,59.0,2002
南北,亦庄,有电梯,17,林肯公园,101102708946,2室1厅,620,亦庄开发区,精装,92.0,2009
南北,亦庄,有电梯,8,上海沙龙,101102247694,3室2厅,830,亦庄开发区,简装,157.0,2004
南北,亦庄,,9,上海沙龙,101102618913,3室2厅,710,亦庄开发区,精装,122.0,2006
南北,马驹桥,无电梯,5,样本,101102600063,5室1厅,543,亦庄开发区,精装,181.0,2006
南北,亦庄,无电梯,4,浉城百丽,101100564091,2室1厅,700,亦庄开发区,简装,130.0,2002
北,亦庄,有电梯,24,林肯公园,101102634918,2房间1卫,140,亦庄开发区,精装,34.0,2009
南北,亦庄,,4,浉城百丽,101102600348,3室2厅,755,亦庄开发区,简装,129.0,2002
南,亦庄开发区其它,有电梯,12,泰河园一里一区,101102709859,1室1厅,266,亦庄开发区,简装,69.0,2009
西南,亦庄,有电梯,18,东晶国际,101102081793,1室1厅,320,亦庄开发区,简装,52.0,2002
南,亦庄开发区其它,有电梯,10,中信新城东区,101102135942,2室1厅,520,亦庄开发区,简装,100.0,2013
南北,亦庄,有电梯,8,莱茵河畔,101102528484,2室2厅,550,亦庄开发区,精装,108.0,2002
南北,亦庄,有电梯,17,林肯公园,101102650882,3室1厅,1048,亦庄开发区,精装,149.0,2009
南北,亦庄开发区其它,,12,中信新城东区,101102672438,3室1厅,510,亦庄开发区,精装,90.0,2013
东南,亦庄,,24,博客雅居,101102731006,3室1厅,420,亦庄开发区,精装,104.0,2008
南北,亦庄,无电梯,4,金地格林小镇,101102000491,3室2厅,1200,亦庄开发区,精装,200.0,2004
南北,亦庄,无电梯,5,郁金香舍,101101319655,4室2厅,935,亦庄开发区,精装,167.0,2003
南北,亦庄,无电梯,6,富源里,101101873583,3室1厅,520,亦庄开发区,精装,123.0,2001
南北,亦庄,有电梯,8,上海沙龙,101100890213,3室2厅,750,亦庄开发区,简装,118.0,2004
南北,亦庄,有电梯,8,一品亦庄,101102521554,2室1厅,600,亦庄开发区,精装,122.0,2005
东西,亦庄,有电梯,18,东晶国际,101101749689,3室2厅,690,亦庄开发区,精装,180.0,2002
南北,亦庄,,6,天宝家园,101102698400,2室1厅,380,亦庄开发区,精装,59.0,2001
南北,亦庄,有电梯,9,郁金香舍,101102670326,3室2厅,820,亦庄开发区,精装,150.0,2005
南北,亦庄,无电梯,6,新干部楼,101102635305,3室1厅,580,亦庄开发区,简装,115.0,2002
西北,亦庄,,18,春华屋,101102643201,2室1厅,510,亦庄开发区,简装,113.0,2003
南,亦庄,有电梯,11,卡尔公寓,101102673371,3室1厅,750,亦庄开发区,精装,137.0,2004
南,马驹桥,,21,米拉小镇,101102713710,2室1厅,335,亦庄开发区,精装,88.0,2012
南北,马驹桥,无电梯,6,新海北里,101102686106,3室2厅,365,亦庄开发区,精装,107.0,2003
南北,亦庄,有电梯,7,听涛雅苑,101101348038,3室1厅,650,亦庄开发区,精装,137.0,2000
南北,亦庄,无电梯,6,新康家园,101102245218,2室1厅,540,亦庄开发区,简装,100.0,2000
南北,亦庄,有电梯,9,上海沙龙,101102433800,4室2厅,1200,亦庄开发区,精装,206.0,2004
南北,亦庄,无电梯,5,金地格林小镇,101102693845,3室2厅,1088,亦庄开发区,精装,200.0,2004
东南西北,亦庄,有电梯,11,卡尔公寓,101101698125,4室1厅,873,亦庄开发区,精装,161.0,2004
东西,亦庄,有电梯,8,听涛雅苑,101102415657,2室1厅,455,亦庄开发区,简装,89.0,2000
南北,亦庄开发区其它,,10,中信新城东区,101102655123,3室1厅,730,亦庄开发区,精装,129.0,2013
南北,亦庄,,6,瀛景园,101102614455,2室1厅,435,亦庄开发区,简装,88.0,2003
南北,亦庄,无电梯,5,郁金香舍,101102667856,3室2厅,750,亦庄开发区,精装,130.0,2003
东南,亦庄,,15,鹿鸣苑,101102670732,2室2厅,465,亦庄开发区,精装,93.0,2000
东西,亦庄,无电梯,5,东晶国际,101102643199,2室1厅,440,亦庄开发区,简装,100.0,2004
南北,亦庄,无电梯,6,富源里,101102692688,2室1厅,400,亦庄开发区,简装,86.0,2001
南北,亦庄,,6,天宝家园,101102111398,2室1厅,420,亦庄开发区,精装,71.0,2001
南北,亦庄,无电梯,6,贵园北里戊区,101101979172,1室1厅,283,亦庄开发区,简装,58.0,1999
南北,亦庄,,7,贵园东里,101102698557,2室2厅,400,亦庄开发区,简装,88.0,2000
南北,亦庄,无电梯,6,富源里,101102720147,2室1厅,385,亦庄开发区,简装,77.0,2001
北,亦庄,,21,国融国际,101102538079,1室0厅,115,亦庄开发区,简装,32.0,2008
南北,亦庄,,4,金地格林小镇,101101988493,3室2厅,1050,亦庄开发区,简装,200.0,2003
南北,马驹桥,无电梯,6,新海南里,101102433079,2室1厅,300,亦庄开发区,精装,91.0,2003
东南,亦庄,有电梯,9,东晶国际,101102476671,2室2厅,530,亦庄开发区,精装,118.0,2002
南北,亦庄,有电梯,9,上海沙龙,101102311951,3室2厅,641,亦庄开发区,精装,112.0,2006
南北,亦庄,,6,星岛嘉园,101102543220,2室2厅,580,亦庄开发区,精装,119.0,2001
南北,马驹桥,,9,样本,101101649364,2室1厅,420,亦庄开发区,简装,120.0,2006
南北,亦庄,无电梯,4,浉城百丽,101102733987,3室2厅,890,亦庄开发区,简装,156.0,2002
南,亦庄,无电梯,6,天宝家园,101102742519,3室1厅,620,亦庄开发区,简装,103.0,2003
南北,亦庄开发区其它,有电梯,17,中信新城西区,101102481919,3室2厅,935,亦庄开发区,毛坯,170.0,2013
南北,亦庄,,5,星岛嘉园,101102542661,3室2厅,668,亦庄开发区,精装,151.0,2001
南北,亦庄开发区其它,,18,中信新城西区,101102482351,3室2厅,1030,亦庄开发区,精装,171.0,2013
南北,亦庄,,5,星岛假日,101102685141,3室2厅,850,亦庄开发区,精装,159.0,2004
南北,亦庄,,6,瀛景园,101102654526,2室1厅,390,亦庄开发区,精装,73.0,2003
南北,马驹桥,无电梯,6,新海北里,101102745559,2室1厅,260,亦庄开发区,精装,66.0,2003
南北,亦庄,无电梯,6,富源里,101101513118,3室1厅,570,亦庄开发区,精装,124.0,2002
南北,亦庄,,7,听涛雅苑,101102652476,4室2厅,725,亦庄开发区,简装,177.0,2000
南北,亦庄,有电梯,12,春华屋,101102500868,3室2厅,690,亦庄开发区,简装,161.0,2000
南北,亦庄,,16,一品亦庄,101102695820,4室2厅,920,亦庄开发区,其他,193.0,2005
东,亦庄,有电梯,9,上海沙龙,101102484746,1室0厅,292,亦庄开发区,精装,43.0,2006
东北,亦庄,有电梯,9,郁金香舍,101102732469,1室1厅,350,亦庄开发区,简装,49.0,2005
南北,亦庄,,5,金地格林小镇,101101430907,3室1厅,850,亦庄开发区,精装,159.0,2004
南北,亦庄,,12,金泰公寓,101102475738,2室1厅,545,亦庄开发区,精装,121.0,2002
南北,亦庄,无电梯,4,金地格林小镇,101101529897,4室2厅,1230,亦庄开发区,精装,215.0,2002
东西,亦庄,,5,东晶国际,101102712200,2室1厅,445,亦庄开发区,其他,97.0,2004
东西,亦庄,,8,听涛雅苑,101102691614,2室1厅,470,亦庄开发区,精装,89.0,2000
南北,亦庄开发区其它,,4,枫丹壹號二期,101101856320,4室2厅,1700,亦庄开发区,毛坯,241.0,2014
南北,亦庄,无电梯,4,金地格林小镇,101100217419,4室2厅,1250,亦庄开发区,精装,213.0,2002
南北,马驹桥,无电梯,6,样本,101102349437,2室1厅,460,亦庄开发区,精装,103.0,2006
南北,亦庄,有电梯,9,星岛假日,101101618870,3室2厅,880,亦庄开发区,精装,169.0,2004
南北,亦庄,无电梯,5,郁金香舍,101102334302,4室2厅,865,亦庄开发区,简装,146.0,2003
东西,亦庄,有电梯,11,春华屋,101102314135,3室1厅,600,亦庄开发区,简装,145.0,2000
西南,亦庄,,15,鹿鸣苑,101101655483,3室1厅,610,亦庄开发区,简装,140.0,2000
南北,亦庄,无电梯,6,贵园东里,101102037081,2室2厅,420,亦庄开发区,简装,84.0,1996
南北,亦庄,无电梯,5,星岛假日,101102118829,4室2厅,900,亦庄开发区,精装,180.0,2004
南,马驹桥,,21,米拉小镇,101102286462,1室1厅,258,亦庄开发区,精装,66.0,2012
南北,马驹桥,有电梯,6,金地格林6,101102612100,3室2厅,620,亦庄开发区,精装,154.0,2008
南北,亦庄,无电梯,5,金地格林小镇,101102342741,4室2厅,938,亦庄开发区,简装,183.0,2003
南北,亦庄,无电梯,5,金地格林小镇,101102489171,3室2厅,980,亦庄开发区,精装,178.0,2003
南北,马驹桥,无电梯,6,样本,101102669452,2室1厅,410,亦庄开发区,精装,108.0,2005
南北,亦庄,无电梯,4,金地格林小镇,101101903350,5室2厅,1160,亦庄开发区,精装,213.0,2002
南北,亦庄,,4,金地格林小镇,101102703033,3室2厅,780,亦庄开发区,简装,138.0,2004
南北,大兴其它,,6,首地浣溪谷,101102598076,3室1厅,320,大兴,其他,93.0,2014
东南西北,大兴其它,,2,首开璞瑅墅,101101926447,5室2厅,1600,大兴,精装,301.0,2014
南北,西红门,,6,瑞海家园二区,101102366847,3室2厅,460,大兴,其他,123.0,2003
南,黄村火车站,无电梯,5,林校北里,101102521113,2室1厅,240,大兴,简装,56.0,1992
南北,西红门,无电梯,6,宏盛家园,101102542522,3室2厅,569,大兴,其他,126.0,2000
南北,高米店南,有电梯,6,旭辉紫郡,101102447886,3室2厅,1200,大兴,毛坯,185.0,2012
北,大兴其它,,15,瀛嘉汇,101102708429,3房间1卫,165,大兴,精装,55.0,2015
南北,枣园,无电梯,6,枣园小区,101101635496,3室2厅,540,大兴,其他,127.0,2003
西北,枣园,有电梯,16,首邑溪谷,101102523822,2室1厅,350,大兴,简装,49.0,2012
东南北,天宫院,有电梯,18,新源时代,101102719299,1室1厅,210,大兴,简装,64.0,2012
南北,旧宫,有电梯,7,朗润园一期,101102051724,3室2厅,1020,大兴,精装,155.0,2014
南北,天宫院,有电梯,26,鑫苑鑫都汇,101102705627,3室1厅,470,大兴,简装,104.0,2015
南北,大兴其它,,4,绿茵花园,101102503251,4室2厅,600,大兴,精装,204.0,1998
东,西红门,有电梯,15,世嘉博苑,101102719481,1室1厅,320,大兴,简装,53.0,2009
南北,大兴其它,有电梯,8,首座御园一期,101102452386,2室1厅,328,大兴,简装,76.0,2009
南北,大兴其它,,8,首座御园一期,101102620354,2室1厅,380,大兴,简装,92.0,2009
东南西北,大兴其它,,2,首开璞瑅墅,101102597420,5室2厅,1300,大兴,毛坯,334.0,2014
东,旧宫,有电梯,17,东亚五环国际,101102632376,1房间1卫,100,大兴,简装,34.0,2014
南北,大兴其它,,5,天堂河,101102667751,2室1厅,210,大兴,毛坯,55.0,1989
东南北,天宫院,有电梯,29,保利春天里,101102693049,1室1厅,266.8,大兴,简装,58.0,2014
东,西红门,有电梯,18,鸿坤理想城大满贯,101102683962,1室1厅,295,大兴,简装,68.0,2010
南北,大兴其它,,9,格林云墅,101102687071,3室2厅,330.5,大兴,其他,89.0,2015
南北,旧宫,,6,大城小镇,101102651246,2室1厅,413,大兴,简装,95.0,2007
南,天宫院,有电梯,28,珺悦国际,101102657397,4房间2卫,360,大兴,其他,140.0,2014
南北,天宫院,,27,保利首开熙悦春天,101102647905,2室1厅,387,大兴,精装,89.0,2014
南北,黄村中,,5,富强东里,101102691677,2室1厅,240,大兴,其他,64.0,1986
南,大兴其它,有电梯,12,i立方,101102253704,3房间2卫,144,大兴,简装,68.0,2013
南北,西红门,无电梯,6,福星花园,101102429250,3室2厅,530,大兴,其他,140.0,1999
南北,西红门,,3,绿林苑,101102609342,5室2厅,1000,大兴,简装,238.0,2001
南北,天宫院,有电梯,30,保利春天里,101102309613,4室1厅,420,大兴,毛坯,95.0,2014
南北,天宫院,有电梯,26,龙湖时代天街,101102732217,3室1厅,610,大兴,其他,144.0,2014
西,枣园,有电梯,25,波普公社,101102623369,2房间1卫,140,大兴,精装,48.0,2012
南北,大兴其它,,6,金色漫香郡,101102739351,3室1厅,520,大兴,其他,140.0,2012
东西,黄村火车站,,6,车站北里,101102738029,2室1厅,230,大兴,简装,58.0,1989
南北,黄村北,有电梯,8,顺驰领海,101102743077,2室2厅,499,大兴,简装,101.0,2008
南北,亦庄,有电梯,7,和成璟园,101102746417,4室2厅,1200,大兴,精装,233.0,2014
东,西红门,,17,鸿坤理想城大满贯,101102747540,1室0厅,320,大兴,简装,66.0,2010
南北,枣园,,29,中建国际港,101102727358,3室2厅,735,大兴,其他,136.0,2015
南,西红门,无电梯,6,兴都苑,101102750958,1室1厅,275,大兴,毛坯,56.0,1999
南西北,高米店南,,5,康盛园,101102751236,3室1厅,430,大兴,精装,98.0,2002
南北,天宫院,有电梯,25,保利首开熙悦春天,101102504088,4室2厅,430,大兴,精装,96.0,2014
南北,亦庄,无电梯,6,小康家园,101102742042,2室2厅,330,大兴,其他,90.0,2000
南北,亦庄,有电梯,7,金色漫香林二期,101102725824,2室1厅,615,大兴,其他,87.0,2010
南,天宫院,有电梯,28,珺悦国际,101102641909,3房间2卫,275,大兴,其他,109.0,2014
南北,枣园,无电梯,6,枣园东里,101102730247,2室1厅,330,大兴,其他,82.0,1999
东南,黄村中,无电梯,6,双河北里,101102742402,3室1厅,370,大兴,其他,109.0,2000
南北,大兴其它,,6,兴海园,101102751034,2室2厅,350,大兴,其他,90.0,1995
南北,天宫院,有电梯,26,明发雅苑,101102726093,3室1厅,500,大兴,其他,119.0,2015
南北,大兴其它,,9,首地浣溪谷,101102327833,2室1厅,290,大兴,其他,82.0,2014
南,枣园,有电梯,17,枣园尚城,101102115811,1室1厅,295,大兴,简装,61.0,2009
西北,大兴开发区,无电梯,6,泰中花园,101102602708,3室1厅,360,大兴,简装,156.0,1997
东南北,天宫院,有电梯,26,龙湖时代天街,101102244641,4室1厅,685,大兴,简装,169.0,2014
南北,大兴其它,,15,御园小区,101102595616,2室2厅,245,大兴,精装,85.0,2012
南北,旧宫,无电梯,6,育龙家园,101102628179,3室2厅,632,大兴,其他,140.0,2000
南北,天宫院,有电梯,18,住总万科橙,101102590010,2室1厅,380,大兴,精装,77.0,2015
南,大兴其它,,12,i立方,101102649682,3房间1卫,147,大兴,其他,63.0,2014
南北,大兴其它,,6,天堂河,101102622516,3室2厅,360,大兴,毛坯,120.0,2005
北,大兴其它,有电梯,12,i立方,101102613218,1房间0卫,120,大兴,其他,49.0,2013
东西,枣园,无电梯,6,清源西里,101102393924,2室1厅,260,大兴,其他,69.0,1990
西南,黄村中,有电梯,19,清澄名苑北区,101102540693,3室2厅,610,大兴,精装,168.0,2006
东南北,黄村中,有电梯,15,时代龙和,101102653862,3室2厅,610,大兴,其他,136.0,2007
东南西,大兴其它,,6,天堂河,101102358577,2室1厅,240,大兴,其他,62.0,1994
南北,大兴其它,,6,首地浣溪谷,101102558756,3室2厅,560,大兴,其他,115.0,2014
南北,亦庄,有电梯,9,金色漫香林一期,101102648688,2室1厅,480,大兴,其他,86.0,2009
南北,西红门,无电梯,7,绿林苑,101102648807,3室1厅,508,大兴,简装,121.0,2002
南北,黄村中,,5,新居里,101102645285,4室1厅,500,大兴,简装,178.0,2000
南北,枣园,有电梯,9,兴城丽源,101102663290,3室2厅,495,大兴,其他,114.0,2009
南北,大兴其它,,6,一品嘉园,101102499480,3室1厅,339,大兴,精装,113.0,2012
东西,天宫院,有电梯,25,龙湖时代天街,101102671576,2室1厅,350,大兴,精装,86.0,2014
南北,大兴其它,,6,天堂河,101102679817,3室1厅,330,大兴,简装,129.0,2007
南北,郁花园,,6,盛春坊,101102693937,2室1厅,315,大兴,简装,60.0,1982
南北,旧宫,无电梯,6,旧宫北里,101102692541,2室2厅,400,大兴,其他,90.0,1998
南北,天宫院,,18,龙湖时代天街,101102668829,4室1厅,600,大兴,简装,212.0,2014
西南,旧宫,有电梯,20,东亚五环国际,101102687969,3房间1卫,242,大兴,精装,97.0,2014
南北,大兴其它,,2,绿茵花园,101102310569,3室2厅,500,大兴,精装,220.0,2001
东,枣园,有电梯,7,马赛公馆,101102620706,2房间1卫,128,大兴,其他,48.0,2012
西北,旧宫,有电梯,22,富力盛悦居,101102622453,4房间1卫,400,大兴,精装,134.0,2013
南北,大兴其它,,9,金色漫香郡,101102482681,2室1厅,325,大兴,简装,91.0,2012
南北,大兴其它,,5,福苑小区,101102735694,3室2厅,360,大兴,其他,105.0,1998
南,天宫院,有电梯,25,鑫苑鑫都汇,101102734688,2室2厅,347,大兴,简装,84.0,2015
南北,大兴其它,无电梯,6,团河苑,101101582377,3室1厅,435,大兴,精装,117.0,2005
东,枣园,,28,波普公社,101102503289,2房间1卫,180,大兴,简装,70.0,2012
南北,大兴其它,,15,蓝桥驿苑,101102687001,2室1厅,300,大兴,精装,80.0,2014
南北,大兴其它,,9,格林云墅,101102595369,3室1厅,360,大兴,精装,89.0,2014
南北,大兴其它,,15,蓝桥驿苑,101102566535,2室1厅,320,大兴,简装,80.0,2014
南北,大兴其它,,7,团河农场干警宿舍,101102519317,2室1厅,360,大兴,精装,90.0,2001
